Xarelto;Arthroplasty, Replacement, Venous Thromboembolism;rivaroxaban;rivaroxaban;B01AF01;Bayer AG;Antithrombotic agents, 
Rapiscan;Myocardial Perfusion Imaging;regadenoson;regadenoson;C01EB21;GE Healthcare AS ;Cardiac therapy
Tafinlar;Melanoma;dabrafenib;dabrafenib mesylate;L01XE23;Novartis Europharm Limited;Antineoplastic agents, 
Bortezomib Hospira;Multiple Myeloma;bortezomib;bortezomib;L01XX32;Pfizer Europe MA EEIG;Other antineoplastic agents
Zonisamide Mylan;Epilepsy;zonisamide;zonisamide;N03AX15;Mylan S.A.S.;Antiepileptics, 
Roteas;Stroke, Venous Thromboembolism;edoxaban;edoxaban tosylate;B01AF03;Berlin-Chemie AG;Antithrombotic agents, 
Benlysta;Lupus Erythematosus, Systemic;belimumab;belimumab;L04AA26;GlaxoSmithKline (Ireland) Limited;Immunosuppressants
Aerivio Spiromax;Pulmonary Disease, Chronic Obstructive, Asthma;salmeterol / fluticasone propionate;salmeterol xinafoate, fluticasone propionate;R03AK06;Teva B.V.;Drugs for obstructive airway diseases, 
Talmanco (previously Tadalafil Generics);Hypertension, Pulmonary;tadalafil;tadalafil;G04BE08;Mylan S.A.S;Urologicals
Infanrix Hexa;Hepatitis B, Tetanus, Immunization, Meningitis, Haemophilus, Whooping Cough, Poliomyelitis, Diphtheria;diphtheria (D), tetanus (T), pertussis (acellular, component) (Pa), hepatitis B (rDNA) (HBV), poliomyelitis (inactivated) (IPV) and Haemophilus influenzae type-b (Hib) conjugate vaccine (adsorbed);Diphtheria toxoid, tetanus toxoid, Bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin), hepatitis B surface antigen, poliovirus (inactivated) (type-1 (Mahoney strain), type-2 (MEF-1 strain), type-3 (Saukett strain)), Haemophilus influenzae type-b polysaccharide;J07CA09;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Forxiga;Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1;dapagliflozin;dapagliflozin propanediol monohydrate;A10BK01;AstraZeneca AB;Drugs used in diabetes, 
Darunavir Krka;HIV Infections;darunavir;darunavir;J05AE10;KRKA, d.d., Novo mesto;Antivirals for systemic use, 
Scenesse;Protoporphyria, Erythropoietic;afamelanotide;afamelanotide;D02BB02;Clinuvel Europe Limited;Emollients and protectives
Ziextenzo;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Sandoz GmbH;Immunostimulants, 
Teysuno;Stomach Neoplasms;tegafur / gimeracil / oteracil;tegafur, gimeracil, oteracil;L01BC53;Nordic Group B.V.;Antineoplastic agents, 
Duloxetine Zentiva;Anxiety Disorders, Depressive Disorder, Major, Neuralgia, Diabetes Mellitus;duloxetine;duloxetine;N06AX21;Zentiva, k.s.;Other antidepressants
Riximyo;Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Microscopic Polyangiitis, Wegener Granulomatosis;rituximab;rituximab;L01XC02;Sandoz GmbH;Antineoplastic agents, 
Aranesp;Anemia, Cancer, Kidney Failure, Chronic;darbepoetin alfa;darbepoetin alfa;B03XA02;Amgen Europe B.V.;Other antianemic preparations
Blitzima;Lymphoma, Non-Hodgkin, Leukemia, Lymphocytic, Chronic, B-Cell;rituximab;rituximab;L01XC02;Celltrion Healthcare Hungary Kft.;Antineoplastic agents, 
Nordimet;Arthritis, Psoriatic, Psoriasis, Arthritis, Juvenile Rheumatoid, Arthritis, Rheumatoid;methotrexate;Methotrexate;L04AX03;Nordic Group B.V.;Antineoplastic agents, 
Zydelig;Lymphoma, Non-Hodgkin, Leukemia, Lymphocytic, Chronic, B-Cell;idelalisib;Idelalisib;L01XX47;Gilead Sciences Ireland UC;Other antineoplastic agents, Antineoplastic agents, 
Poteligeo;Sezary Syndrome, Mycosis Fungoides;mogamulizumab;Mogamulizumab;L01XC25;Kyowa Kirin Holdings B.V.;Antineoplastic agents, 
Ketoconazole HRA;Cushing Syndrome;ketoconazole;Ketoconazole;J02AB02;HRA Pharma Rare Diseases;Antimycotics for systemic use
Firmagon;Prostatic Neoplasms;degarelix;degarelix;L02BX02;Ferring Pharmaceuticals A/S;Endocrine therapy
Besponsa;Precursor Cell Lymphoblastic Leukemia-Lymphoma;inotuzumab ozogamicin;inotuzumab ozogamicin;L01XC;Pfizer Europe MA EEIG;Antineoplastic agents, 
Ixiaro;Encephalitis, Japanese, Immunization;Japanese-encephalitis vaccine (inactivated, adsorbed);Japanese-encephalitis virus, inactivated (attenuated strain SA14-14-2 grown in vero cells);J07BA02;Valneva Austria GmbH;Vaccines, 
Inflectra;Arthritis, Psoriatic, Spondylitis, Ankylosing, Colitis, Ulcerative, Psoriasis, Crohn Disease, Arthritis, Rheumatoid;infliximab;infliximab;L04AB02;Pfizer Europe MA EEIG;Immunosuppressants, 
Nityr;Tyrosinemias;nitisinone;nitisinone;A16AX04;Cycle Pharmaceuticals (Europe) Ltd;Other alimentary tract and metabolism products, 
Shingrix;Herpes Zoster;herpes zoster vaccine (recombinant, adjuvanted);Varicella Zoster Virus glycoprotein E antigen;J07BK03;GlaxoSmithkline Biologicals SA;Vaccines, 
Pregabalin Accord;Anxiety Disorders, Epilepsy;pregabalin;pregabalin;N03AX16;Accord Healthcare S.L.U.;Antiepileptics, 
Xydalba;Soft Tissue Infections, Skin Diseases, Bacterial;dalbavancin;dalbavancin hcl;J01XA04;Allergan Pharmaceuticals International Ltd;Antibacterials for systemic use, 
Conbriza;Osteoporosis, Postmenopausal;bazedoxifene;bazedoxifene;G03XC02;Pfizer Europe MA EEIG;Sex hormones and modulators of the genital system, 
Tygacil;Bacterial Infections, Skin Diseases, Bacterial, Soft Tissue Infections;tigecycline;Tigecycline;J01AA12;Pfizer Europe MA EEIG;Antibacterials for systemic use, 
Daptomycin Hospira;Soft Tissue Infections, Skin Diseases, Bacterial;daptomycin;daptomycin;J01XX09;Pfizer Europe MA EEIG;Antibacterials for systemic use, 
Saxenda;Obesity, Overweight;liraglutide;liraglutide;A10BJ02;Novo Nordisk A/S;Drugs used in diabetes, 
Tremfya;Psoriasis;guselkumab;guselkumab;L04AC;Janssen-Cilag International N.V.;Immunosuppressants
Edistride;Diabetes Mellitus, Type 2, Diabetes Mellitus, Type 1;dapagliflozin;dapagliflozin propanediol monohydrate;A10BK01;AstraZeneca AB;Drugs used in diabetes, 
Vfend;Candidiasis, Mycoses, Aspergillosis;voriconazole;voriconazole;J02AC03;Pfizer Europe MA EEIG;Antimycotics for systemic use
TachoSil;Hemostasis, Surgical;human fibrinogen / human thrombin;human fibrinogen, human thrombin;B02BC30;Takeda Austria GmbH;Antihemorrhagics, 
Neofordex;Multiple Myeloma;dexamethasone;dexamethasone;H02AB02;Laboratoires CTRS ;Corticosteroids for systemic use
Cerdelga;Gaucher Disease;eliglustat;eliglustat;A16AX10;Genzyme Europe BV;Other alimentary tract and metabolism products, 
Extavia;Multiple Sclerosis;interferon beta-1b;interferon beta-1b;L03AB08;Novartis Europharm Limited;Immunostimulants, 
Vanflyta;Leukemia, Myeloid, Acute;quizartinib;quizartinib dihydrochloride;L01XE;Daiichi Sankyo Europe GmbH;Antineoplastic agents, 
Rxulti;Schizophrenia;brexpiprazole;brexpiprazole;N05AX16;Otsuka Pharmaceutical Netherlands B.V.;Psycholeptics, 
Kiovig;Purpura, Thrombocytopenic, Idiopathic, Bone Marrow Transplantation, Immunologic Deficiency Syndromes, Guillain-Barre Syndrome, Mucocutaneous Lymph Node Syndrome;human normal immunoglobulin;human normal immunoglobulin (IVIg);J06BA02;Takeda Manufacturing Austria AG;Immune sera and immunoglobulins, 
Docetaxel Zentiva (previously Docetaxel Winthrop);Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung, Adenocarcinoma, Prostatic Neoplasms, Stomach Neoplasms, Breast Neoplasms;docetaxel;docetaxel;L01CD02;Zentiva k.s.;Antineoplastic agents, 
Mircera;Anemia, Kidney Failure, Chronic;methoxy polyethylene glycol-epoetin beta;Methoxy polyethylene glycol-epoetin beta;B03XA03;Roche Registration GmbH;Antianemic preparations
Plegridy;Multiple Sclerosis;peginterferon beta-1a;peginterferon beta-1a;L03AB13;Biogen Netherlands B.V.;Immunostimulants, 
Gilenya;Multiple Sclerosis;fingolimod;fingolimod hydrochloride ;L04AA27;Novartis Europharm Limited;Immunosuppressants
Spravato;Depressive Disorder;esketamine;esketamine hydrochloride;N06AX27;Janssen-Cilag International N.V.;Other antidepressants
Comtan;Parkinson Disease;entacapone;entacapone;N04BX02;Orion Corporation;Anti-Parkinson drugs
Emend;Vomiting, Postoperative Nausea and Vomiting, Cancer;aprepitant;Aprepitant;A04AD12;Merck Sharp & Dohme B.V.;Antiemetics and antinauseants, 
Cetrotide;Ovulation, Ovulation Induction;cetrorelix;cetrorelix;H01CC02;Merck Europe B.V.;Pituitary and hypothalamic hormones and analogues
Avonex;Multiple Sclerosis;interferon beta-1a;interferon beta-1a;L03AB07;Biogen Netherlands B.V. ;Immunostimulants, 
Betaferon;Multiple Sclerosis;interferon beta-1b;interferon beta-1b;L03AB08;Bayer AG ;Immunostimulants, 
Eklira Genuair;Pulmonary Disease, Chronic Obstructive;aclidinium bromide;aclidinium bromide, micronised;R03BB;AstraZeneca AB;Drugs for obstructive airway diseases, 
Bretaris Genuair;Pulmonary Disease, Chronic Obstructive;aclidinium bromide;aclidinium bromide, micronised;R03BB;AstraZeneca AB;Drugs for obstructive airway diseases, 
Fampyra;Multiple Sclerosis;fampridine;Fampridine;N07XX07;Biogen Netherlands B.V. ;Other nervous system drugs, 
Cinqaero;Asthma;reslizumab;Reslizumab;R03DX08;Teva B.V.;Other systemic drugs for obstructive airway diseases, 
Ervebo;Hemorrhagic Fever, Ebola;Ebola Zaire Vaccine (rVSV∆G-ZEBOV-GP, live);recombinant vesicular stomatitis virus (strain indiana) with a deletion of the envelope glycoprotein, replaced with the zaire ebolavirus (strain kikwit 1995) surface glycoprotein;No Information aviable;Merck Sharp & Dohme B.V. ;Vaccines, 
Entresto;Heart Failure;sacubitril / valsartan;sacubitril, valsartan;C09DX04;Novartis Europharm Limited;Angiotensin II antagonists, other combinations, Agents acting on the renin-angiotensin system
Visudyne;Myopia, Degenerative, Macular Degeneration;verteporfin;verteporfin;S01LA01;CHEPLAPHARM Arzneimittel GmbH;Ophthalmologicals, 
Glyxambi;Diabetes Mellitus, Type 2;empagliflozin / linagliptin;empagliflozin, linagliptin;A10BD19;Boehringer Ingelheim International GmbH;Drugs used in diabetes, 
Irbesartan Teva;Hypertension;irbesartan;irbesartan;C09CA04;Teva B.V.;Agents acting on the renin-angiotensin system
Bosulif;Leukemia, Myeloid;bosutinib;bosutinib (as monohydrate);L01XE14;Pfizer Europe MA EEIG;Antineoplastic agents, , Protein kinase inhibitors
Raxone;Optic Atrophy, Hereditary, Leber;idebenone;idebenone;N06BX13;Santhera Pharmaceuticals (Deutschland) GmbH;Psychoanaleptics, , Other psychostimulants and nootropics
Intrarosa;Postmenopause;prasterone;Prasterone;G03XX01;Endoceutics S.A.;Other sex hormones and modulators of the genital system
Viramune;HIV Infections;nevirapine;nevirapine;J05AG01;Boehringer Ingelheim International GmbH;Antivirals for systemic use, 
Resolor;Constipation;prucalopride;Prucalopride succinate;A06AX05;Shire Pharmaceuticals Ireland Ltd;Other drugs for constipation
Foclivia;Influenza, Human, Immunization, Disease Outbreaks;pandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted);influenza virus surface antigens, inactivated: A/Viet Nam/1194/2004 (H5N1);J07BB02;Seqirus S.r.l. ;Vaccines, 
Olumiant;Arthritis, Rheumatoid;baricitinib;baricitinib;L04AA37;Eli Lilly Nederland B.V.;Immunosuppressants
Synagis;Respiratory Syncytial Virus Infections;palivizumab;palivizumab;J06BB16;AbbVie Deutschland GmbH  Co. KG;Immune sera and immunoglobulins, 
Rhokiinsa;Glaucoma, Open-Angle, Ocular Hypertension;netarsudil;Netarsudil;S01EX05;Aerie Pharmaceuticals Ireland Ltd;Ophthalmologicals, 
Odefsey;HIV Infections;emtricitabine / rilpivirine / tenofovir alafenamide;emtricitabine, rilpivirine hydrochloride, tenofovir alafenamide;J05AR19;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Udenyca;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;ERA Consulting GmbH;Immunostimulants, , Colony stimulating factors
Kanjinti;Stomach Neoplasms, Breast Neoplasms;trastuzumab;trastuzumab;L01XC03;Amgen Europe B.V.;Antineoplastic agents, 
Senstend;Premature Ejaculation;lidocaine / prilocaine;lidocaine, prilocaine;N01BB20;Plethora Pharma Solutions Limited;Anesthetics
Neulasta;Neutropenia, Cancer;pegfilgrastim;pegfilgrastim;L03AA13;Amgen Europe B.V.;Immunostimulants, 
Fotivda;Carcinoma, Renal Cell;tivozanib hydrochloride monohydrate;tivozanib;L01XE;EUSA Pharma (Netherlands) BV;Antineoplastic agents, 
Zeffix;Hepatitis B, Chronic;lamivudine;lamivudine;J05AF05;GlaxoSmithKline (Ireland) Limited;Antivirals for systemic use, 
Rixathon;Lymphoma, Non-Hodgkin, Arthritis, Rheumatoid, Leukemia, Lymphocytic, Chronic, B-Cell, Wegener Granulomatosis, Microscopic Polyangiitis, Pemphigus;rituximab;rituximab;L01XC02;Sandoz GmbH;Antineoplastic agents, 
Toviaz;Urinary Bladder, Overactive;fesoterodine;fesoterodine fumarate;G04BD11;Pfizer Europe MA EEIG;Urologicals
Somavert;Acromegaly;pegvisomant;Pegvisomant;H01AX01;Pfizer Europe MA EEIG;Pituitary and hypothalamic hormones and analogues
Dynastat;Pain, Postoperative;parecoxib;parecoxib sodium;M01AH04;Pfizer Europe MA EEIG;Antiinflammatory and antirheumatic products, Coxibs
Champix;Tobacco Use Cessation;varenicline;varenicline;N07BA03;Pfizer Europe MA EEIG;Other nervous system drugs, 
Vaborem;Urinary Tract Infections, Bacteremia, Bacterial Infections, Respiratory Tract Infections, Pneumonia, Pneumonia, Ventilator-Associated;meropenem / vaborbactam;meropenem trihydrate, vaborbactam;J01DH;Menarini International Operations Luxembourg S.A.;Antibacterials for systemic use, 
Ifirmasta (previously Irbesartan Krka);Hypertension;irbesartan;irbesartan hydrochloride;C09CA04;Krka, d.d., Novo mesto;Agents acting on the renin-angiotensin system
Sutent;Gastrointestinal Stromal Tumors, Carcinoma, Renal Cell, Neuroendocrine Tumors;sunitinib;sunitinib;L01XE04;Pfizer Limited;Antineoplastic agents, 
Oprymea;Parkinson Disease;pramipexole;pramipexole dihydrochloride monohydrate;N04BC05;Krka, d.d., Novo mesto;Anti-Parkinson drugs
Enbrel;Spondylitis, Ankylosing, Arthritis, Juvenile Rheumatoid, Arthritis, Psoriatic, Psoriasis, Arthritis, Rheumatoid;etanercept;etanercept;L04AB01;Pfizer Europe MA EEIG;Immunosuppressants
Capecitabine Medac;Colorectal Neoplasms;capecitabine;capecitabine;L01BC06;medac Gesellschaft für klinische Spezialpräparate mbH;Antineoplastic agents, 
Tandemact;Diabetes Mellitus, Type 2;pioglitazone / glimepiride;pioglitazone, glimepiride;A10BD06;Takeda Pharma A/S;Drugs used in diabetes, 
Arsenic trioxide Accord;Leukemia, Promyelocytic, Acute;arsenic trioxide;Arsenic trioxide;L01XX27;Accord Healthcare S.L.U.;Antineoplastic agents, 
Nyxoid;Opioid-Related Disorders;naloxone;Naloxone hydrochloride dihydrate;V03AB15;Mundipharma Corporation (Ireland) Limited;All other therapeutic products
Segluromet;Diabetes Mellitus, Type 2;ertugliflozin / metformin hydrochloride;ertugliflozin l-pyroglutamic acid / metformin hydrochloride;A10BD23;Merck Sharp & Dohme B.V.;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Trisenox;Leukemia, Promyelocytic, Acute;arsenic trioxide;Arsenic trioxide;L01XX27;Teva B.V.;Antineoplastic agents, 
Pifeltro;HIV Infections;doravirine;Doravirine;J05AG06;Merck Sharp & Dohme B.V.;Antivirals for systemic use, 
Steglatro;Diabetes Mellitus, Type 2;ertugliflozin;ertugliflozin l-pyroglutamic acid;A10BK04;Merck Sharp & Dohme B.V.;Sodium-glucose co-transporter 2 (SGLT2) inhibitors, Drugs used in diabetes, 
Ifirmacombi;Hypertension;irbesartan / hydrochlorothiazide;irbesartan, hydrochlorothiazide;C09DA04;Krka, d.d., Novo mesto;Agents acting on the renin-angiotensin system
Steglujan;Diabetes Mellitus, Type 2;ertugliflozin / sitagliptin;ertugliflozin l-pyroglutamic acid, sitagliptin phosphate monohydrate;A10BD24;Merck Sharp & Dohme B.V.;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Pemetrexed Krka;Carcinoma, Non-Small-Cell Lung, Mesothelioma;pemetrexed;pemetrexed disodium;L01BA04;KRKA d.d.;Antineoplastic agents, 
Silodyx;Prostatic Hyperplasia;silodosin;silodosin;G04CA04;Recordati Ireland Ltd;Urologicals
Trevicta (previously Paliperidone Janssen);Schizophrenia;paliperidone;paliperidone palmitate;N05AX13;Janssen-Cilag International NV;Psycholeptics, 
Inlyta;Carcinoma, Renal Cell;axitinib;axitinib;L01XE17;Pfizer Europe MA EEIG ;Protein kinase inhibitors
NovoSeven;Hemophilia B, Thrombasthenia, Factor VII Deficiency, Hemophilia A;eptacog alfa (activated);eptacog alfa (activated);B02BD08;Novo Nordisk A/S;Antihemorrhagics, 
Urorec;Prostatic Hyperplasia;silodosin;silodosin;G04CA04;Recordati Ireland Ltd;Urologicals
Pelmeg;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Mundipharma Biologics S.L.;Immunostimulants, 
Invanz;Community-Acquired Infections, Streptococcal Infections, Staphylococcal Infections, Gram-Negative Bacterial Infections, Surgical Wound Infection, Pneumonia, Bacterial;ertapenem;ertapenem sodium;J01DH03;Merck Sharp & Dohme B.V.;Antibacterials for systemic use, 
Sevelamer carbonate Winthrop (previously Sevelamer carbonate Zentiva);Hyperphosphatemia, Renal Dialysis;sevelamer carbonate;sevelamer carbonate;V03AE02;Genzyme Europe BV;All other therapeutic products
Alkindi;Adrenal Insufficiency;hydrocortisone;hydrocortisone;H02AB09;Diurnal Europe B.V.;Corticosteroids for systemic use
Nucala;Asthma;mepolizumab;Mepolizumab;R03DX09;GlaxoSmithKline Trading Services;Drugs for obstructive airway diseases, 
Nexavar;Carcinoma, Hepatocellular, Carcinoma, Renal Cell;sorafenib;sorafenib;L01XE05;Bayer AG;Antineoplastic agents, 
Erivedge;Carcinoma, Basal Cell;vismodegib;vismodegib;L01XX43;Roche Registration GmbH;Antineoplastic agents, 
Exviera;Hepatitis C, Chronic;dasabuvir;dasabuvir sodium;J05AP09;AbbVie Ltd;Antivirals for systemic use, 
Viekirax;Hepatitis C, Chronic;ombitasvir / paritaprevir / ritonavir;Ombitasvir, paritaprevir, ritonavir;J05AP53;AbbVie Deutschland GmbH  Co. KG;Antivirals for systemic use, 
Kyntheum;Psoriasis;brodalumab;brodalumab;L04AC12;LEO Pharma A/S;Immunosuppressants
Capecitabine Accord;Colonic Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Stomach Neoplasms;capecitabine;capecitabine;L01BC06;Accord Healthcare S.L.U.;Antineoplastic agents, 
Clopidogrel/Acetylsalicylic acid Zentiva (previously DuoCover);Acute Coronary Syndrome, Myocardial Infarction;clopidogrel / acetylsalicylic acid;clopidogrel, acetylsalicylic acid;B01AC30;Sanofi-Aventis Groupe;Antithrombotic agents, 
Buccolam;Epilepsy;midazolam;midazolam;N05CD08;Shire Services BVBA;Psycholeptics, 
Kisplyx;Carcinoma, Renal Cell;lenvatinib;lenvatinib mesilate;L01XE29;Eisai GmbH, Eisai GmbH;Antineoplastic agents, 
Zebinix;Epilepsy;eslicarbazepine acetate;eslicarbazepine acetate;N03AF04;BIAL - Portela & Ca, S.A.;Antiepileptics, 
Zaltrap;Colorectal Neoplasms;aflibercept;aflibercept;L01XX44;Sanofi-Aventis Groupe;Antineoplastic agents, 
Rebetol;Hepatitis C, Chronic;ribavirin;Ribavirin;J05AP01;Merck Sharp and Dohme B.V;Antivirals for systemic use, , Antivirals for treatment of HCV infections
Wakix;Narcolepsy;pitolisant;pitolisant;N07XX11;Bioprojet Pharma;Other nervous system drugs, 
Temozolomide Teva;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;Teva B.V. ;Antineoplastic agents, 
Pantoloc Control;Gastroesophageal Reflux;pantoprazole;pantoprazole;A02BC02;Takeda GmbH;Proton pump inhibitors
Moventig;Constipation, Opioid-Related Disorders;naloxegol;naloxegol oxalate;A06AH03;Kyowa Kirin Holdings B.V.;Peripheral opioid receptor antagonists, Drugs for constipation
Rilutek;Amyotrophic Lateral Sclerosis;riluzole;Riluzole;N07XX02;Sanofi Mature IP;Other nervous system drugs, 
Afstyla;Hemophilia A;lonoctocog alfa;lonoctocog alfa;B02BD02;CSL Behring GmbH;Antihemorrhagics, 
Aflunov;Influenza, Human, Immunization, Disease Outbreaks;prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted);influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: A/turkey/Turkey/1/05 (H5N1)-like strain (NIBRG-23);J07BB02;Seqirus S.r.l. ;Vaccines, 
Trulicity;Diabetes Mellitus, Type 2;dulaglutide;dulaglutide;A10BJ05;Eli Lilly Nederland B.V.;Drugs used in diabetes, , Blood glucose lowering drugs, excl. insulins
Xospata;Leukemia, Myeloid, Acute;gilteritinib;gilteritinib fumarate;L01XE54;Astellas Pharma Europe B.V.;Antineoplastic agents, 
PecFent;Pain, Cancer;fentanyl;fentanyl;N02AB03;Kyowa Kirin Holdings B.V.;Analgesics
Telmisartan Teva Pharma;Hypertension;telmisartan;telmisartan;C09CA07;Teva B.V.;Agents acting on the renin-angiotensin system
Vpriv;Gaucher Disease;velaglucerase alfa;velaglucerase alfa;A16AB10;Shire Pharmaceuticals Ireland Ltd ;Other alimentary tract and metabolism products, 
Victoza;Diabetes Mellitus, Type 2;liraglutide;liraglutide;A10BJ02;Novo Nordisk A/S;Drugs used in diabetes, 
Adjupanrix (previously Pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals);Influenza, Human, Immunization, Disease Outbreaks;pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted);split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14);J07BB02;GlaxoSmithKline Biologicals S.A.;Vaccines, 
Olazax;Schizophrenia, Bipolar Disorder;olanzapine;olanzapine;N05AH03;Glenmark Pharmaceuticals s.r.o. ;Psycholeptics, 
Temozolomide Accord;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;Accord Healthcare S.L.U.;Antineoplastic agents, 
Axura;Alzheimer Disease;memantine;memantine hydrochloride;N06DX01;Merz Pharmaceuticals GmbH;Other anti-dementia drugs
Memantine Merz;Alzheimer Disease;memantine hydrochloride;memantine hydrochloride;N06DX01;Merz Pharmaceuticals GmbH  ;Other anti-dementia drugs
Blincyto;Precursor Cell Lymphoblastic Leukemia-Lymphoma;blinatumomab;blinatumomab;L01XC;Amgen Europe B.V.;Antineoplastic agents, 
Bavencio;Neuroendocrine Tumors;avelumab;avelumab;L01XC31;Merck Europe B.V.;Other antineoplastic agents, Monoclonal antibodies
Jylamvo;Arthritis, Psoriatic, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Psoriasis, Arthritis, Rheumatoid, Arthritis;methotrexate;Methotrexate;L01BA01;Therakind (Europe) Limited;Antineoplastic agents, 
Binocrit;Anemia, Kidney Failure, Chronic;epoetin alfa;epoetin alfa;B03XA01;Sandoz GmbH;Antianemic preparations
Modigraf;Graft Rejection;tacrolimus;tacrolimus;L04AD02;Astellas Pharma Europe B.V.;Immunosuppressants
Xadago;Parkinson Disease;safinamide;safinamide methanesulfonate;N04B;Zambon SpA;Anti-Parkinson drugs
Temodal;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;Merck Sharp & Dohme B.V. ;Antineoplastic agents, 
Libtayo;Carcinoma, Squamous Cell;cemiplimab;Cemiplimab;L01XC;Regeneron Ireland U.C.;Antineoplastic agents, 
Lacosamide Accord;Epilepsy;lacosamide;lacosamide;N03AX18;Accord Healthcare S.L.U.;Antiepileptics, 
Sildenafil Teva;Erectile Dysfunction;sildenafil;sildenafil;G04BE03;Teva B.V. ;Drugs used in erectile dysfunction
Eucreas;Diabetes Mellitus, Type 2;vildagliptin / metformin;vildagliptin, metformin hydrochloride;A10BD08;Novartis Europharm Limited;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Controloc Control;Gastroesophageal Reflux;pantoprazole;pantoprazole;A02BC02;Takeda GmbH;Proton pump inhibitors
Febuxostat Krka;Hyperuricemia, Gout;febuxostat;febuxostat;M04AA03;Krka, d.d., Novo mesto;Antigout preparations
Iclusig;Leukemia, Myeloid, Leukemia, Lymphoid;ponatinib;ponatinib;L01XE24;Incyte Biosciences Distribution B.V.;Antineoplastic agents, , Protein kinase inhibitors
Ecansya (previously Capecitabine Krka);Colonic Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Stomach Neoplasms;capecitabine;capecitabine;L01BC06;Krka, d.d., Novo mesto;Antineoplastic agents, 
Thorinane;Venous Thromboembolism;enoxaparin sodium;enoxaparin sodium;B01AB05;Pharmathen S.A.;Antithrombotic agents, 
Vitrakvi;Abdominal Neoplasms;larotrectinib;larotrectinib sulfate;L01XE53;Bayer AG;Antineoplastic agents, 
Incruse Ellipta (previously Incruse);Pulmonary Disease, Chronic Obstructive;umeclidinium bromide;umeclidinium bromide;R03BB07;GlaxoSmithKline (Ireland) Limited;Drugs for obstructive airway diseases, 
Lonquex;Neutropenia;lipegfilgrastim;lipegfilgrastim;L03AA14;Teva B.V.;Immunostimulants, , Colony stimulating factors
Noxafil;Candidiasis, Mycoses, Coccidioidomycosis, Aspergillosis;posaconazole;posaconazole;J02AC04;Merck Sharp and Dohme B.V;Antimycotics for systemic use
Luminity;Echocardiography;perflutren;perflutren;V08DA04;Lantheus EU Limited;Contrast media
Edurant;HIV Infections;rilpivirine;rilpivirine hydrochloride;J05AG05;Janssen-Cilag International N.V.   ;Antivirals for systemic use, 
Efavirenz Teva;HIV Infections;efavirenz;efavirenz;J05AG03;Teva B.V.;Antivirals for systemic use, 
Duloxetine Lilly;Neuralgia, Diabetic Neuropathies, Depressive Disorder, Major;duloxetine;duloxetine;N06AX21;Eli Lilly Nederland B.V.;Psychoanaleptics, 
Laventair Ellipta (previously Laventair);Pulmonary Disease, Chronic Obstructive;umeclidinium bromide / vilanterol;umeclidinium bromide, vilanterol;R03AL03;GlaxoSmithKline (Ireland) Limited;Drugs for obstructive airway diseases, 
Anoro Ellipta (previously Anoro);Pulmonary Disease, Chronic Obstructive;umeclidinium bromide / vilanterol;umeclidinium bromide, vilanterol trifenatate;R03AL03;GlaxoSmithKline (Ireland) Limited;Drugs for obstructive airway diseases, 
Pemetrexed medac;Carcinoma, Non-Small-Cell Lung, Mesothelioma;pemetrexed;pemetrexed;L01BA04;medac Gesellschaft für klinische Spezialpräparate mbH;Folic acid analogues, Antineoplastic agents, 
Imatinib medac;Precursor Cell Lymphoblastic Leukemia-Lymphoma, Dermatofibrosarcoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Myelodysplastic-Myeloproliferative Diseases, Hypereosinophilic Syndrome;imatinib;imatinib;L01XE01;Medac;Protein kinase inhibitors
Temozolomide Hexal;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;Hexal AG;Antineoplastic agents, 
Norvir;HIV Infections;ritonavir;ritonavir;J05AE03;AbbVie Deutschland GmbH  Co. KG;Antivirals for systemic use, 
Dectova;Influenza, Human;Zanamivir;Zanamivir;J05AH01;GlaxoSmithKline Trading Services Limited;Antivirals for systemic use, 
